Nombre,Categoria1,Categoria2,UM,Precio Unitario,Precio,categoria_principal,Marca
Cabecero de lomo Nuestra Alacena de Dia sobre 2 x 70 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,19.64,2.75,Charcutería y quesos,Nuestra Alacena
Salchichón de Vic Exentis sobre 80 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,28.13,2.25,Charcutería y quesos,otra
Pétalos de salchichón extra 50% Duroc Boadas sobre 80 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,26.13,2.09,Charcutería y quesos,otra
Pétalos de lomo embuchado 50% duroc Boadas sobre 80 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,29.38,2.35,Charcutería y quesos,otra
Pétalos de chorizo extra 50% duroc Boadas sobre 80 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,26.13,2.09,Charcutería y quesos,otra
Lomo embuchado ya cortado España e hijos sobre 200 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,18.75,3.75,Charcutería y quesos,otra
Salchichón extra ya cortado España e hijos sobre 200 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,12.95,2.59,Charcutería y quesos,otra
Chorizo extra ya cortado España e hijos sobre 200 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,12.95,2.59,Charcutería y quesos,otra
Taquitos de chorizo Revilla bandeja 65 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,15.38,1.0,Charcutería y quesos,otra
Salchichón a la pimienta Sola bandeja 100 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,18.5,1.85,Charcutería y quesos,otra
Longaniza imperial Elpozo bolsa 250 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,11.8,2.95,Charcutería y quesos,otra
Longaniza payés extra Nuestra Alacena de Dia bandeja 2 x 62 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,16.69,2.07,Charcutería y quesos,Nuestra Alacena
Salchichón ibérico Nuestra Alacena de Dia bolsa 90 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,25.56,2.3,Charcutería y quesos,Nuestra Alacena
Salchichón ibérico extra Nuestra Alacena de Dia bandeja 2 x 60 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,16.58,1.99,Charcutería y quesos,Nuestra Alacena
Salchichón pavo extra Nuestra Alacena de Dia bandeja 2 x 75 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,15.87,2.38,Charcutería y quesos,Nuestra Alacena
Salami extra Nuestra Alacena de Dia bandeja 200 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,8.2,1.64,Charcutería y quesos,Nuestra Alacena
Salchichón extra Nuestra Alacena de Dia bandeja 2 x 100 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,8.8,1.76,Charcutería y quesos,Nuestra Alacena
Fuet extra Nuestra Alacena de Dia bolsa 2 x 170 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,10.56,3.59,Charcutería y quesos,Nuestra Alacena
Espetec extra Nuestra Alacena de Dia bolsa 170 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,12.88,2.19,Charcutería y quesos,Nuestra Alacena
Lomo de cebo ibérico 50% Nuestra Alacena de Dia bandeja 80 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,43.0,3.44,Charcutería y quesos,Nuestra Alacena
Lomo embuchado Nuestra Alacena de Dia bandeja 2 x 70 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,18.0,2.52,Charcutería y quesos,Nuestra Alacena
Chorizo ibérico Nuestra Alacena de Dia sobre 90 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,25.56,2.3,Charcutería y quesos,Nuestra Alacena
Chorizo ibérico extra Nuestra Alacena de Dia bandeja 2 x 60 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,16.25,1.95,Charcutería y quesos,Nuestra Alacena
Chorizo de pavo extra Nuestra Alacena de Dia bandeja 2 x 75 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,15.87,2.38,Charcutería y quesos,Nuestra Alacena
Chorizo y salchichón extra Nuestra Alacena de Dia bandeja 2 x 100 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,11.95,2.39,Charcutería y quesos,Nuestra Alacena
Chorizo extra Nuestra Alacena de Dia bandeja 2 x 100 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,6.86,1.37,Charcutería y quesos,Nuestra Alacena
Chorizo de león picante Nuestra Alacena de Dia bandeja 100 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,19.9,1.99,Charcutería y quesos,Nuestra Alacena
Queso rallado 4 quesos especial para gratinar El Caserío bolsa 120 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,21.58,2.59,Charcutería y quesos,otra
Queso de oveja añejo y picante Osado El Cencerro de Dia 200 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,18.75,3.75,Charcutería y quesos,Dia
Queso semicurado ya cortado García Baquero 225 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,17.73,3.99,Charcutería y quesos,otra
Queso mezcla curado Gran capitan 150 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,20.0,3.0,Charcutería y quesos,otra
Queso curado tostado mezcla Gran capitan 200 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,21.75,4.35,Charcutería y quesos,otra
Queso semicurado García Baquero 180 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,16.61,2.99,Charcutería y quesos,otra
Queso madurado D.O.P. Arzúa-Ulloa Cruceiro 550 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,9.07,4.99,Charcutería y quesos,otra
Queso de tetilla D.O.P. Cruceiro 550 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,9.07,4.99,Charcutería y quesos,otra
Medallones de queso de cabra Dia Láctea 100 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,16.5,1.65,Charcutería y quesos,Dia Láctea
Rulo de queso de vaca Dia Lactea 140 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,9.93,1.39,Charcutería y quesos,Dia
queso de oveja viejo Flor de esgueva 150 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,25.27,3.79,Charcutería y quesos,otra
Queso gouda rallado Dia Láctea bolsa 200 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,7.2,1.44,Charcutería y quesos,Dia Láctea
Queso light rallado Dia Láctea bolsa 150 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,10.6,1.59,Charcutería y quesos,Dia Láctea
Queso de oveja curado El Cencerro de Dia 200 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,17.75,3.55,Charcutería y quesos,Dia
Queso mezcla añejo Descarado El Cencerro de Dia 250 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,14.2,3.55,Charcutería y quesos,Dia
Queso de oveja añejo El Cencerro de Dia 250 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,17.48,4.37,Charcutería y quesos,Dia
Queso de oveja curado El Cencerro de Dia 250 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,15.96,3.99,Charcutería y quesos,Dia
Dados de queso especial ensalada Dia Láctea bolsa 100 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,9.9,0.99,Charcutería y quesos,Dia Láctea
Queso semicurado García Baquero sobre 120 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,16.67,2.0,Charcutería y quesos,otra
Queso curado de oveja trufado Vega sotuelamos 170 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,29.35,4.99,Charcutería y quesos,otra
Queso añejo de oveja al romero Vega sotuelamos 170 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,23.47,3.99,Charcutería y quesos,otra
Queso semicurado de cabra El Cencerro de Dia 200 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,16.25,3.25,Charcutería y quesos,Dia
Queso curado cortado El Cencerro de Dia 250 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,14.52,3.63,Charcutería y quesos,Dia
Queso semicurado cortado El Cencerro de Dia 250 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,13.36,3.34,Charcutería y quesos,Dia
Queso tierno cortado El Cencerro de Dia 250 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,11.96,2.99,Charcutería y quesos,Dia
Queso especial pasta en polvo Dia Láctea bolsa 150 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,8.33,1.25,Charcutería y quesos,Dia Láctea
Queso fresco natural Burgo de Arias tarrina 3 x 72 g,Charcutería y quesos,Queso fresco,KILO,13.84,2.99,Charcutería y quesos,otra
Queso fresco latino Tgt bolsa 300 g,Charcutería y quesos,Queso fresco,KILO,9.97,2.99,Charcutería y quesos,otra
Queso fresco light bajo en sal El Cencerro de Dia tarrina 250 g,Charcutería y quesos,Queso fresco,KILO,8.6,2.15,Charcutería y quesos,Dia
Tofu bio Apologize bandeja 300 g,Charcutería y quesos,Queso fresco,KILO,7.97,2.39,Charcutería y quesos,otra
Queso feta D.O.P. Selección Mundial de Dia bolsa 150 g,Charcutería y quesos,Queso fresco,KILO,15.67,2.35,Charcutería y quesos,Selección Mundial
Queso fresco protein plus Burgo de Arias tarrina 3 x 70 g,Charcutería y quesos,Queso fresco,KILO,9.48,1.99,Charcutería y quesos,otra
Queso fresco artesano Vega e Hijos tarrina 250 g,Charcutería y quesos,Queso fresco,KILO,11.12,2.78,Charcutería y quesos,otra
Queso protein cottage Arla foods tarrina 200 g,Charcutería y quesos,Queso fresco,KILO,11.0,2.2,Charcutería y quesos,otra
Requesón Granja rinya tarrina 200 g,Charcutería y quesos,Queso fresco,KILO,4.95,0.99,Charcutería y quesos,otra
Queso fresco batido rico en proteínas Granja Rinya tarrina 400 g,Charcutería y quesos,Queso fresco,KILO,4.73,1.89,Charcutería y quesos,otra
Queso fresco natural Dia Láctea tarrina 2 x 250 g,Charcutería y quesos,Queso fresco,KILO,3.56,1.78,Charcutería y quesos,Dia Láctea
Queso fresco de cabra El Cencerro de Dia tarrina 250 g,Charcutería y quesos,Queso fresco,KILO,10.68,2.67,Charcutería y quesos,Dia
Queso mozzarella di bufala campana D.O.P. Selección Mundial de Dia tarrina 125 g,Charcutería y quesos,Queso fresco,KILO,13.52,1.69,Charcutería y quesos,Selección Mundial
Queso burrata Selección Mundial de Dia tarrina 150 g,Charcutería y quesos,Queso fresco,KILO,14.67,2.2,Charcutería y quesos,Selección Mundial
Queso fresco bajo en sal Dia Láctea tarrina 4 x 62.5 g,Charcutería y quesos,Queso fresco,KILO,5.56,1.39,Charcutería y quesos,Dia Láctea
Queso fresco sin lactosa Dia Láctea tarrina 4 x 62.5 g,Charcutería y quesos,Queso fresco,KILO,6.72,1.68,Charcutería y quesos,Dia Láctea
Mini queso mozzarella Dia Láctea tarrina 125 g,Charcutería y quesos,Queso fresco,KILO,13.52,1.69,Charcutería y quesos,Dia Láctea
Queso mozzarella Galbani bolsa 100 g,Charcutería y quesos,Queso fresco,KILO,13.9,1.39,Charcutería y quesos,otra
Queso fresco 0% m.g Dia Láctea tarrina 2 x 250 g,Charcutería y quesos,Queso fresco,KILO,3.56,1.78,Charcutería y quesos,Dia Láctea
Queso fresco natural Dia Láctea tarrina 4 x 62.5 g,Charcutería y quesos,Queso fresco,KILO,4.16,1.04,Charcutería y quesos,Dia Láctea
Queso fresco de vaca El Cencerro de Dia tarrina 250 g,Charcutería y quesos,Queso fresco,KILO,6.6,1.65,Charcutería y quesos,Dia
Queso mozzarella fresca Dia Láctea bolsa 125 g,Charcutería y quesos,Queso fresco,KILO,7.92,0.99,Charcutería y quesos,Dia Láctea
Queso azul El Cencerro de Dia bandeja 150 g,Charcutería y quesos,Queso azul y roquefort,KILO,11.93,1.79,Charcutería y quesos,Dia
Queso brie azul Petit blue 150 g,Charcutería y quesos,Queso azul y roquefort,KILO,13.27,1.99,Charcutería y quesos,otra
Queso roquefort Selección Mundial de Dia bandeja 100 g,Charcutería y quesos,Queso azul y roquefort,KILO,17.5,1.75,Charcutería y quesos,Selección Mundial
Queso gorgonzola D.O.P. Selección Mundial de Dia bandeja 200 g,Charcutería y quesos,Queso azul y roquefort,KILO,11.8,2.36,Charcutería y quesos,Selección Mundial
Crema con queso de cabra Dia Láctea tarrina 125 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,10.56,1.32,Charcutería y quesos,Dia Láctea
Crema con queso semicurado Dia Láctea tarrina 125 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,10.56,1.32,Charcutería y quesos,Dia Láctea
Crema de untar vegetal Philadelphia tarrina 145 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,20.62,2.99,Charcutería y quesos,otra
Queso fundido burger con cheddar Dia Láctea bolsa 300 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,5.83,1.75,Charcutería y quesos,Dia Láctea
Queso fundido light La Vaca que ríe bolsa 263 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,9.09,2.39,Charcutería y quesos,otra
Queso fundido en porciones Dia Láctea caja 375 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,5.33,2.0,Charcutería y quesos,Dia Láctea
Queso de untar natural light Dia Láctea tarrina 250 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,5.0,1.25,Charcutería y quesos,Dia Láctea
Queso de untar natural Dia Láctea tarrina 250 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,5.0,1.25,Charcutería y quesos,Dia Láctea
Queso de untar light Philadelphia tarrina 350 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,10.14,3.55,Charcutería y quesos,otra
Queso fundido light Dia Láctea bolsa 300 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,6.0,1.8,Charcutería y quesos,Dia Láctea
Queso de untar original Philadelphia tarrina 350 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,10.14,3.55,Charcutería y quesos,otra
Queso fundido light en porciones El caserío caja 250 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,9.6,2.4,Charcutería y quesos,otra
Queso fundido El caserío bolsa 262 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,9.73,2.55,Charcutería y quesos,otra
Queso fundido light en porciones La Vaca que ríe caja 250 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,11.12,2.78,Charcutería y quesos,otra
Queso fundido original en porciones La vaca que ríe caja 250 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,11.12,2.78,Charcutería y quesos,otra
Crema con queso camembert Dia Láctea tarrina 125 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,10.56,1.32,Charcutería y quesos,Dia Láctea
Queso fundido light en porciones Dia Láctea caja 250 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,5.96,1.49,Charcutería y quesos,Dia Láctea
Queso Gruyére Selección Mundial de Dia bolsa 200 g,Charcutería y quesos,Quesos internacionales,KILO,12.45,2.49,Charcutería y quesos,Selección Mundial
Queso gouda light Selección Mundial de Dia sobre 200 g,Charcutería y quesos,Quesos internacionales,KILO,9.95,1.99,Charcutería y quesos,Selección Mundial
Queso emmental Selección Mundial de Dia bolsa 250 g,Charcutería y quesos,Quesos internacionales,KILO,8.16,2.04,Charcutería y quesos,Selección Mundial
Queso cheddar extra mature Selección Mundial de Dia bolsa 200 g,Charcutería y quesos,Quesos internacionales,KILO,10.95,2.19,Charcutería y quesos,Selección Mundial
Queso parmigiano reggiano D.O.P. Selección Mundial de Dia bandeja 150 g,Charcutería y quesos,Quesos internacionales,KILO,23.0,3.45,Charcutería y quesos,Selección Mundial
Queso curado italiano Selección Mundial de Dia bandeja 200 g,Charcutería y quesos,Quesos internacionales,KILO,10.46,2.09,Charcutería y quesos,Selección Mundial
Queso gouda Selección Mundial de Dia sobre 240 g,Charcutería y quesos,Quesos internacionales,KILO,7.17,1.72,Charcutería y quesos,Selección Mundial
Queso mozzarella Dia Láctea sobre 200 g,Charcutería y quesos,Quesos internacionales,KILO,8.5,1.7,Charcutería y quesos,Dia Láctea
Queso cheddar Selección Mundial de Dia sobre 200 g,Charcutería y quesos,Quesos internacionales,KILO,9.95,1.99,Charcutería y quesos,Selección Mundial
Queso emmental Selección Mundial de Dia sobre 200 g,Charcutería y quesos,Quesos internacionales,KILO,10.25,2.05,Charcutería y quesos,Selección Mundial
Queso havarti light Selección Mundial de Dia sobre 200 g,Charcutería y quesos,Quesos internacionales,KILO,12.45,2.49,Charcutería y quesos,Selección Mundial
Queso havarti Selección Mundial de Dia sobre 200 g,Charcutería y quesos,Quesos internacionales,KILO,12.45,2.49,Charcutería y quesos,Selección Mundial
Queso edam Selección Mundial de Dia sobre 240 g,Charcutería y quesos,Quesos internacionales,KILO,5.0,1.2,Charcutería y quesos,Selección Mundial
Queso gouda sin lactosa Selección Mundial de Dia sobre 200 g,Charcutería y quesos,Quesos internacionales,KILO,9.95,1.99,Charcutería y quesos,Selección Mundial
Queso provolone con orégano Selección Mundial de Dia bolsa 150 g,Charcutería y quesos,Quesos internacionales,KILO,11.73,1.76,Charcutería y quesos,Selección Mundial
Queso de untar blanco con piña Castello tarrina 125 g,Charcutería y quesos,Quesos internacionales,KILO,18.32,2.29,Charcutería y quesos,otra
Queso camembert Selección Mundial de Dia tarrina 250 g,Charcutería y quesos,Quesos internacionales,KILO,7.64,1.91,Charcutería y quesos,Selección Mundial
Queso brie Selección Mundial de Dia 200 g,Charcutería y quesos,Quesos internacionales,KILO,8.0,1.6,Charcutería y quesos,Selección Mundial
Surtido de patés Iberitos lata 3 x 80 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,12.29,2.95,Charcutería y quesos,otra
Paté de cerdo a la pimienta 2 unidades La cuina blister 100 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,12.9,1.29,Charcutería y quesos,otra
Paté de cerdo a las finas hierbas 2 unidades La cuina blister 100 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,12.9,1.29,Charcutería y quesos,otra
Paté de remolacha y rábano picante Carlota organic frasco 180 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,16.39,2.95,Charcutería y quesos,otra
Paté de berenjena y semillas de girasol Carlota organic frasco 180 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,16.39,2.95,Charcutería y quesos,otra
"Paté de papaya, manzana y curry Carlota organic frasco 180 g",Charcutería y quesos,"Foie, paté y sobrasada",KILO,16.39,2.95,Charcutería y quesos,otra
Paté de hígado de cerdo suave Nuestra Alacena de Dia pack 2 x 75 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,8.6,1.29,Charcutería y quesos,Nuestra Alacena
Paté de atún  Nuestra Alacena de Dia pack 2 x 75 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,10.67,1.6,Charcutería y quesos,Nuestra Alacena
Paté de cerdo intenso Nuestra Alacena de Dia pack 3 x 75 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,7.78,1.75,Charcutería y quesos,Nuestra Alacena
Paté de anchoa Nuestra Alacena de Dia frasco 110 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,13.55,1.49,Charcutería y quesos,Nuestra Alacena
Paté de salmón Nuestra Alacena de Dia frasco 110 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,13.55,1.49,Charcutería y quesos,Nuestra Alacena
Verduras braseadas Vegedia frasco 110 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,13.55,1.49,Charcutería y quesos,otra
Paté olivada Vegedia frasco 110 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,13.55,1.49,Charcutería y quesos,otra
Paté de pollo Nuestra Alacena de Dia frasco 110 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,13.55,1.49,Charcutería y quesos,Nuestra Alacena
Paté de jamón Nuestra Alacena de Dia frasco 110 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,13.55,1.49,Charcutería y quesos,Nuestra Alacena
Paté La piara Tapa Negra lata 3 x 75 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,15.07,3.39,Charcutería y quesos,otra
Bloc paté de pato Sivore lata 150 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,23.27,3.49,Charcutería y quesos,otra
Paté con pedro ximénez La piara frasco 130 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,16.85,2.19,Charcutería y quesos,otra
Mousse de foie de pato Aoste blister 100 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,19.9,1.99,Charcutería y quesos,otra
Paté ibérico al oporto Gourmet cazorla frasco 110 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,17.18,1.89,Charcutería y quesos,otra
Paté de ciervo al pedro ximénez Gourmet cazorla frasco 110 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,17.18,1.89,Charcutería y quesos,otra
