ID_cat,subcategoria,ID_subcat,categoria_producto,ID_pro,Nombre,Precio,Precio_unidad,Unidad_medida,Fecha_actual,Marca
112,"Aceite, vinagre y sal",420,Aceite de oliva,4240,"Aceite de oliva 0,4º Hacendado",8.00,8.00,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",420,Aceite de oliva,4717,Aceite de oliva virgen extra Hacendado,28.80,9.60,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",420,Aceite de oliva,4740,Aceite de oliva virgen extra Hacendado,9.65,9.65,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",420,Aceite de oliva,4706,Aceite de oliva virgen extra Hacendado Gran Selección,8.10,10.80,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",420,Aceite de oliva,4640,Aceite de oliva 1º Hacendado,8.00,8.00,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",420,Aceite de oliva,4711,Aceite de oliva virgen Hacendado,26.30,8.77,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",420,Aceite de oliva,4749,Aceite de oliva virgen Hacendado,8.95,8.95,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",420,Aceite de oliva,4204,Aceite de oliva suave Hacendado,23.90,7.97,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",420,Aceite de oliva,4609,Aceite de oliva intenso Hacendado,23.90,7.97,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",420,Aceite de oliva,4718,Aceite de oliva virgen extra Hacendado,3.30,16.50,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",420,Aceite de oliva,4850,Aceite de oliva virgen extra Picual Casa Juncal,7.85,15.70,l,2024-06-09,Otras marcas
112,"Aceite, vinagre y sal",421,"Aceite de girasol, semillas y maíz",4041,"Aceite de girasol refinado 0,2º Hacendado",6.75,1.35,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",421,"Aceite de girasol, semillas y maíz",4040,"Aceite de girasol refinado 0,2º Hacendado",1.45,1.45,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",421,"Aceite de girasol, semillas y maíz",4193,Aceite de coco virgen Hacendado,4.40,9.78,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,4940,Vinagre de vino blanco Hacendado,0.70,0.70,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,4957,Vinagre de manzana Hacendado,0.85,0.85,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,4903,Limón exprimido Hacendado,1.00,3.57,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,4908,Crema de vinagre balsámico de Módena Hacendado,1.75,7.00,kg,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,13609,Vinagre de Jerez reserva Hacendado,2.00,8.00,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,4905,Reducción de vinagre Pedro Ximénez Hacendado,2.25,7.50,kg,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,26496,Vinagre balsámico de Módena Hacendado,2.45,4.90,l,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,19731,Sal fina Hacendado,0.35,0.35,kg,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,16864,Sal fina de mesa Hacendado,0.75,2.50,kg,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,19732,Sal yodada fina Hacendado,0.35,0.35,kg,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,19733,Sal gruesa Hacendado,0.35,0.35,kg,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,29007,Bicarbonato sódico Hacendado,1.50,1.50,kg,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,29006,Bicarbonato sódico Hacendado,1.10,3.67,kg,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,19740,Sal marina en escamas Polasal,2.00,16.00,kg,2024-06-09,Otras marcas
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,19734,Sal gruesa para hornear Hacendado,1.10,0.55,kg,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,34130,Sal de ajo Hacendado,1.80,13.85,kg,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,29016,Sal de frutas sabor limón Hacendado,2.10,8.40,kg,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,19713,Sal 60% menos de sodio Hacendado,2.30,9.20,kg,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,19726,Preparado para salmón ahumado Hacendado,3.30,4.40,kg,2024-06-09,Marca blanca
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,19701,Sal rosa del Himalaya Hacendado,1.90,7.60,kg,2024-06-09,Marca blanca
115,Especias,425,Hierbas,5598,Orégano Hacendado,0.95,38.00,kg,2024-06-09,Marca blanca
115,Especias,425,Hierbas,5599,Perejil Hacendado,0.90,50.00,kg,2024-06-09,Marca blanca
115,Especias,425,Hierbas,47994,Hoja de laurel Hacendado,0.80,66.67,kg,2024-06-09,Marca blanca
115,Especias,425,Hierbas,34131,Hierbas provenzales Hacendado,1.20,48.00,kg,2024-06-09,Marca blanca
115,Especias,425,Hierbas,34128,Albahaca Hacendado,1.25,62.50,kg,2024-06-09,Marca blanca
115,Especias,425,Hierbas,34175,Romero Hacendado,1.35,33.75,kg,2024-06-09,Marca blanca
115,Especias,425,Hierbas,5547,Tomillo Hacendado,1.05,43.75,kg,2024-06-09,Marca blanca
115,Especias,425,Hierbas,52739,Eneldo Hacendado,1.85,102.78,kg,2024-06-09,Marca blanca
115,Especias,425,Hierbas,34721,Cilantro Hacendado,1.85,154.17,kg,2024-06-09,Marca blanca
115,Especias,425,Hierbas,60873,Ajo y Perejil Hacendado,1.35,18.24,kg,2024-06-09,Marca blanca
115,Especias,840,Colorante y pimentón,34182,Colorante alimentario Hacendado,0.95,11.18,kg,2024-06-09,Marca blanca
115,Especias,840,Colorante y pimentón,34184,Pimentón dulce Hacendado,1.00,17.86,kg,2024-06-09,Marca blanca
115,Especias,840,Colorante y pimentón,34186,Pimentón dulce Hacendado,1.40,18.67,kg,2024-06-09,Marca blanca
115,Especias,840,Colorante y pimentón,34102,Pimentón dulce de la Vera Hacendado,1.75,23.33,kg,2024-06-09,Marca blanca
115,Especias,840,Colorante y pimentón,34116,Azafrán molido Hacendado,1.80,4500.00,kg,2024-06-09,Marca blanca
115,Especias,840,Colorante y pimentón,8370,Azafrán hebra Hacendado,1.75,4375.00,kg,2024-06-09,Marca blanca
115,Especias,840,Colorante y pimentón,34183,Pimentón picante Hacendado,1.35,22.50,kg,2024-06-09,Marca blanca
115,Especias,841,Pimienta,34171,Pimienta negra molida Hacendado,1.15,16.43,kg,2024-06-09,Marca blanca
115,Especias,841,Pimienta,67693,Molinillo pimienta negra Hacendado,1.65,25.38,kg,2024-06-09,Marca blanca
115,Especias,841,Pimienta,34172,Pimienta negra en grano Hacendado,1.50,21.43,kg,2024-06-09,Marca blanca
115,Especias,841,Pimienta,67694,Molinillo mix pimientas Hacendado,1.85,37.00,kg,2024-06-09,Marca blanca
115,Especias,841,Pimienta,34170,Pimienta blanca molida Hacendado,2.15,30.71,kg,2024-06-09,Marca blanca
115,Especias,431,Otras especias,86656,Ajo granulado Hacendado,1.10,9.57,kg,2024-06-09,Marca blanca
115,Especias,431,Otras especias,34208,Cebolla frita crujiente Hacendado,1.15,7.67,kg,2024-06-09,Marca blanca
115,Especias,431,Otras especias,34177,Canela molida Hacendado,1.00,19.23,kg,2024-06-09,Marca blanca
115,Especias,431,Otras especias,52880,Canela en rama Hacendado,1.45,76.32,kg,2024-06-09,Marca blanca
115,Especias,431,Otras especias,34120,Comino molido Hacendado,1.20,20.69,kg,2024-06-09,Marca blanca
115,Especias,431,Otras especias,34121,Comino en grano Hacendado,1.95,34.82,kg,2024-06-09,Marca blanca
115,Especias,431,Otras especias,34125,Curry Hacendado,1.15,20.18,kg,2024-06-09,Marca blanca
115,Especias,431,Otras especias,34173,Nuez moscada molida Hacendado,1.65,28.45,kg,2024-06-09,Marca blanca
115,Especias,431,Otras especias,34138,Cebolla en polvo Hacendado,0.96,16.00,kg,2024-06-09,Marca blanca
115,Especias,431,Otras especias,34178,Cayena guindillas Hacendado,1.30,48.15,kg,2024-06-09,Marca blanca
115,Especias,431,Otras especias,37417,Cayena molida Hacendado,1.59,28.91,kg,2024-06-09,Marca blanca
115,Especias,431,Otras especias,34163,Cúrcuma Hacendado,1.30,21.67,kg,2024-06-09,Marca blanca
115,Especias,431,Otras especias,34149,Jengibre molido Hacendado,1.65,33.67,kg,2024-06-09,Marca blanca
115,Especias,431,Otras especias,34130,Sal de ajo Hacendado,1.80,13.85,kg,2024-06-09,Marca blanca
115,Especias,431,Otras especias,34113,Ñoras Hacendado,1.40,56.00,kg,2024-06-09,Marca blanca
115,Especias,431,Otras especias,34122,Clavo en grano Hacendado,1.75,41.67,kg,2024-06-09,Marca blanca
115,Especias,431,Otras especias,60869,Piñones Hacendado,2.84,40.57,kg,2024-06-09,Marca blanca
115,Especias,430,Sazonadores,23353,Sazonador para fajitas Hacendado sabor tex-mex,0.85,50.00,kg,2024-06-09,Marca blanca
115,Especias,430,Sazonadores,11971,Sazonador ajo y limón Hacendado para carne y pescado,1.05,35.00,kg,2024-06-09,Marca blanca
115,Especias,430,Sazonadores,11972,Sazonador hierbas provenzales Hacendado para pollo y costillas,1.00,41.67,kg,2024-06-09,Marca blanca
115,Especias,430,Sazonadores,86659,Sazonador sabor barbacoa Hacendado para carne,1.35,23.68,kg,2024-06-09,Marca blanca
115,Especias,430,Sazonadores,34702,Sazonador para paella con azafrán Hacendado,1.45,72.50,kg,2024-06-09,Marca blanca
115,Especias,430,Sazonadores,17147,Sazonador para burritos Hacendado,1.30,32.50,kg,2024-06-09,Marca blanca
115,Especias,430,Sazonadores,86808,Sazonador pollo y carne Hacendado,1.50,19.74,kg,2024-06-09,Marca blanca
115,Especias,430,Sazonadores,60640,Sazonador pasta Hacendado,1.60,35.56,kg,2024-06-09,Marca blanca
115,Especias,430,Sazonadores,34114,Mezcla de especias para gazpacho manchego Hacendado,2.50,250.00,kg,2024-06-09,Marca blanca
115,Especias,430,Sazonadores,52635,"Sazonador sabor queso y bacon Hacendado para patatas, snacks, carnes y salsas",0.85,94.44,kg,2024-06-09,Marca blanca
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,13406,Mayonesa Hacendado,1.20,2.40,l,2024-06-09,Marca blanca
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,52728,Mayonesa Hacendado,0.95,3.96,l,2024-06-09,Marca blanca
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,13407,Mayonesa Hacendado,1.25,2.72,l,2024-06-09,Marca blanca
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,23816,Mayonesa en sobres individuales,1.25,5.21,l,2024-06-09,Otras marcas
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,35840,Mayonesa Hellmann's,3.25,7.22,l,2024-06-09,Otras marcas
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,17052,Mayonesa Hellmann's,1.95,8.67,l,2024-06-09,Otras marcas
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,35839,Salsa ligera Ligeresa,2.65,6.24,l,2024-06-09,Otras marcas
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,35838,Salsa ligera Ligeresa,1.55,7.38,l,2024-06-09,Otras marcas
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,17039,Salsa ligera Ligeresa,2.25,5.23,l,2024-06-09,Otras marcas
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,17166,Mayonesa Musa,2.45,4.54,l,2024-06-09,Otras marcas
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,15793,Salsa ligera Hacendado,1.20,2.40,l,2024-06-09,Marca blanca
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,15794,Salsa ligera Hacendado,1.25,2.72,l,2024-06-09,Marca blanca
116,"Mayonesa, ketchup y mostaza",433,Ketchup,23579,Ketchup Hacendado,1.25,2.08,kg,2024-06-09,Marca blanca
116,"Mayonesa, ketchup y mostaza",433,Ketchup,67586,Ketchup Hacendado en sobres individuales,1.40,5.83,kg,2024-06-09,Marca blanca
116,"Mayonesa, ketchup y mostaza",433,Ketchup,35837,Ketchup Heinz,3.50,5.38,kg,2024-06-09,Otras marcas
116,"Mayonesa, ketchup y mostaza",433,Ketchup,35343,Ketchup zero azúcares añadidos Hacendado,1.60,2.67,kg,2024-06-09,Marca blanca
116,"Mayonesa, ketchup y mostaza",793,Mostaza,17229,Mostaza a la antigua Hacendado,1.70,8.50,kg,2024-06-09,Marca blanca
116,"Mayonesa, ketchup y mostaza",793,Mostaza,17228,Mostaza de Dijon Hacendado,1.25,6.25,kg,2024-06-09,Marca blanca
116,"Mayonesa, ketchup y mostaza",793,Mostaza,23410,Mostaza clásica Hacendado,1.35,3.48,kg,2024-06-09,Marca blanca
116,"Mayonesa, ketchup y mostaza",792,Allioli,17150,Allioli Chovi,1.35,7.50,l,2024-06-09,Otras marcas
116,"Mayonesa, ketchup y mostaza",792,Allioli,17172,Allioli Hacendado,1.10,5.50,l,2024-06-09,Marca blanca
116,"Mayonesa, ketchup y mostaza",792,Allioli,17173,Allioli en sobres individuales Hacendado,1.50,9.38,l,2024-06-09,Marca blanca
117,Otras salsas,435,Tomate frito,17132,Tomate frito Hacendado,1.40,1.17,kg,2024-06-09,Marca blanca
117,Otras salsas,435,Tomate frito,17151,Tomate frito Hacendado,1.00,1.59,kg,2024-06-09,Marca blanca
117,Otras salsas,435,Tomate frito,17108,Tomate frito Hacendado,0.85,1.52,kg,2024-06-09,Marca blanca
117,Otras salsas,435,Tomate frito,17163,Tomate frito receta artesana Hacendado,2.30,4.11,kg,2024-06-09,Marca blanca
117,Otras salsas,435,Tomate frito,17131,Tomate frito receta artesana Hacendado,1.60,5.33,kg,2024-06-09,Marca blanca
117,Otras salsas,435,Tomate frito,17110,Tomate frito Hida,1.75,4.38,kg,2024-06-09,Otras marcas
117,Otras salsas,435,Tomate frito,17153,Tomate frito estilo casero Hacendado,1.20,3.16,kg,2024-06-09,Marca blanca
117,Otras salsas,435,Tomate frito,17128,Tomate frito Hacendado con aceite de oliva,1.40,2.22,kg,2024-06-09,Marca blanca
117,Otras salsas,435,Tomate frito,17330,Tomate frito sin azúcares añadidos Hacendado,1.10,1.96,kg,2024-06-09,Marca blanca
117,Otras salsas,435,Tomate frito,17154,Tomate frito con cebolla Hacendado,1.35,3.55,kg,2024-06-09,Marca blanca
117,Otras salsas,843,Salsas para carnes,17346,Salsa barbacoa Hacendado,1.15,3.29,kg,2024-06-09,Marca blanca
117,Otras salsas,843,Salsas para carnes,17502,Salsa pimienta verde Hacendado,1.25,25.00,kg,2024-06-09,Marca blanca
117,Otras salsas,843,Salsas para carnes,17347,Salsa burger Hacendado,1.35,5.40,l,2024-06-09,Marca blanca
117,Otras salsas,843,Salsas para carnes,35780,Salsa estilo argentino Hacendado,1.50,5.00,kg,2024-06-09,Marca blanca
117,Otras salsas,843,Salsas para carnes,17396,Salsa Piri Piri Hacendado,1.00,5.13,l,2024-06-09,Marca blanca
117,Otras salsas,843,Salsas para carnes,35412,Salsa curry Tikka Masala Hacendado picante,2.00,11.11,kg,2024-06-09,Marca blanca
117,Otras salsas,843,Salsas para carnes,60521,Salsa barbacoa zero azúcares añadidos Hacendado,1.45,4.14,kg,2024-06-09,Marca blanca
117,Otras salsas,842,Salsas para pasta,35438,Salsa pesto con albahaca Hacendado,2.10,11.05,kg,2024-06-09,Marca blanca
117,Otras salsas,842,Salsas para pasta,35545,Salsa de tomate boloñesa Hacendado,1.55,5.34,kg,2024-06-09,Marca blanca
117,Otras salsas,842,Salsas para pasta,35546,Salsa de tomate Basilico con albahaca Hacendado,1.40,4.83,kg,2024-06-09,Marca blanca
117,Otras salsas,842,Salsas para pasta,17410,Salsa fresca Trufa Hacendado,1.45,10.36,kg,2024-06-09,Marca blanca
117,Otras salsas,842,Salsas para pasta,17409,Salsa fresca Queso Hacendado,1.45,8.06,kg,2024-06-09,Marca blanca
117,Otras salsas,842,Salsas para pasta,35186,Salsa fresca Pesto con albahaca Hacendado,2.00,13.33,kg,2024-06-09,Marca blanca
117,Otras salsas,842,Salsas para pasta,35184,Salsa fresca Setas,1.65,9.17,kg,2024-06-09,Otras marcas
117,Otras salsas,842,Salsas para pasta,35183,Salsa fresca Carbonara Hacendado,1.65,8.25,kg,2024-06-09,Marca blanca
117,Otras salsas,844,Salsas orientales,17360,Salsa de soja Hacendado,1.40,5.60,l,2024-06-09,Marca blanca
117,Otras salsas,844,Salsas orientales,17362,Salsa teriyaki Hacendado,1.65,6.60,l,2024-06-09,Marca blanca
117,Otras salsas,844,Salsas orientales,22721,Salsa agridulce Salsas Asturianas,1.70,5.00,kg,2024-06-09,Otras marcas
117,Otras salsas,844,Salsas orientales,22613,Salsa thai chili dulce J-Lek,1.55,6.20,l,2024-06-09,Otras marcas
117,Otras salsas,844,Salsas orientales,17382,Salsa de soja sin gluten Hacendado,2.50,10.00,l,2024-06-09,Marca blanca
117,Otras salsas,440,Otras salsas,3840,Guacamole Hacendado,3.79,7.58,kg,2024-06-09,Marca blanca
117,Otras salsas,440,Otras salsas,3852,Guacamole Hacendado,1.75,8.75,kg,2024-06-09,Marca blanca
117,Otras salsas,440,Otras salsas,17327,Salsa yogur Hacendado,1.20,3.87,l,2024-06-09,Marca blanca
117,Otras salsas,440,Otras salsas,16827,Salsa mexicana Hacendado,1.25,4.17,kg,2024-06-09,Marca blanca
117,Otras salsas,440,Otras salsas,17386,Salsa Ranch Hacendado,1.35,5.40,l,2024-06-09,Marca blanca
117,Otras salsas,440,Otras salsas,17366,Salsa césar Hacendado,1.40,4.52,l,2024-06-09,Marca blanca
117,Otras salsas,440,Otras salsas,17265,"Aliño de aceite, ajo y perejil Hacendado",1.60,10.67,l,2024-06-09,Marca blanca
117,Otras salsas,440,Otras salsas,52467,Salsa miel y mostaza Hacendado,1.45,4.26,kg,2024-06-09,Marca blanca
117,Otras salsas,440,Otras salsas,17259,Salsa de trufas,3.10,38.75,kg,2024-06-09,Otras marcas
117,Otras salsas,440,Otras salsas,17348,Salsa gajos rústica Hacendado,1.35,5.40,l,2024-06-09,Marca blanca
117,Otras salsas,440,Otras salsas,35344,Salsa de queso Hacendado,1.75,6.25,l,2024-06-09,Marca blanca
117,Otras salsas,440,Otras salsas,23137,Chili con carne Hacendado,2.65,6.31,kg,2024-06-09,Marca blanca
117,Otras salsas,440,Otras salsas,86713,Salsa bechamel Knorr,2.25,4.50,l,2024-06-09,Otras marcas
117,Otras salsas,440,Otras salsas,23072,Salsa cocktail Hacendado,1.40,3.04,l,2024-06-09,Marca blanca
117,Otras salsas,440,Otras salsas,34157,Carne de pimiento choricero Hacendado,1.55,11.07,kg,2024-06-09,Marca blanca
117,Otras salsas,440,Otras salsas,17441,Pasta de sésamo Tahini Hacendado,2.95,14.75,kg,2024-06-09,Marca blanca
156,Agua,525,Agua sin gas,28035,Agua mineral grande Bronchales,1.26,0.21,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,23448,Agua mineral grande Bronchales,2.34,0.26,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,23449,Agua mineral grande Bronchales,0.39,0.26,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,28491,Agua mineral mediana Bronchales,3.00,0.50,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,28499,Agua mineral mediana Bronchales,0.50,0.50,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,27061,Agua mineral pequeña Bronchales,1.62,0.54,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,27054,Agua mineral pequeña Bronchales,0.27,0.54,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,28566,Agua mineral pequeña Bronchales tapón infantil,2.28,1.15,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,28567,Agua mineral pequeña Bronchales tapón infantil,0.38,1.15,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,27088,Agua mineral grande Cortes,0.78,0.13,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,28060,Agua mineral grande Cortes,0.89,0.11,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,28269,Agua mineral grande Cortes,1.50,0.17,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,28270,Agua mineral grande Cortes,0.25,0.17,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,28163,Agua mineral mediana Cortes,2.40,0.40,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,28164,Agua mineral mediana Cortes,0.40,0.40,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,27076,Agua mineral pequeña Cortes,1.32,0.44,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,27078,Agua mineral pequeña Cortes,0.22,0.44,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,28288,Agua mineral pequeña Cortes tapón infantil,1.44,0.73,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,28296,Agua mineral pequeña Cortes tapón infantil,0.24,0.73,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,27314,Agua mineral grande Bezoya,4.44,0.49,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,27230,Agua mineral grande Bezoya,0.74,0.49,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,27099,Agua mineral grande Nestlé Aquarel,3.54,0.39,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,27232,Agua mineral grande Nestlé Aquarel,0.59,0.39,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,27350,Agua mineral grande Font Vella,4.20,0.47,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,27204,Agua mineral grande Font Vella,0.73,0.49,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,27327,Agua mineral grande Solán de Cabras,5.34,0.59,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,27356,Agua mineral grande Solán de Cabras,0.89,0.59,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,27291,Agua mineral grande Lanjarón,3.78,0.42,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,27216,Agua mineral grande Lanjarón,0.67,0.45,l,2024-06-09,Otras marcas
156,Agua,525,Agua sin gas,28198,Agua de coco Chaokoh 100% natural,2.60,2.60,l,2024-06-09,Otras marcas
156,Agua,528,Agua con gas,27213,Agua mineral con gas grande Vichy Catalan,1.49,1.49,l,2024-06-09,Otras marcas
156,Agua,528,Agua con gas,28185,Agua mineral con gas pequeña Vichy Catalan,5.89,3.27,l,2024-06-09,Otras marcas
156,Agua,528,Agua con gas,27366,Agua mineral con gas grande Cortes,2.46,0.27,l,2024-06-09,Otras marcas
156,Agua,528,Agua con gas,27367,Agua mineral con gas grande Cortes,0.41,0.27,l,2024-06-09,Otras marcas
156,Agua,528,Agua con gas,27368,Agua mineral con gas pequeña Cortes,1.62,0.54,l,2024-06-09,Otras marcas
156,Agua,528,Agua con gas,27369,Agua mineral con gas pequeña Cortes,0.27,0.54,l,2024-06-09,Otras marcas
156,Agua,528,Agua con gas,27894,Agua mineral con gas grande San Pellegrino,8.16,1.36,l,2024-06-09,Otras marcas
156,Agua,528,Agua con gas,27893,Agua mineral con gas grande San Pellegrino,1.36,1.36,l,2024-06-09,Otras marcas
156,Agua,528,Agua con gas,27203,Agua de soda con sifón La Casa,1.60,1.07,l,2024-06-09,Otras marcas
156,Agua,528,Agua con gas,27598,Agua mineral con gas grande Fonter,6.84,1.14,l,2024-06-09,Otras marcas
156,Agua,528,Agua con gas,27597,Agua mineral con gas grande Fonter,1.14,1.14,l,2024-06-09,Otras marcas
156,Agua,529,Gaseosa,27973,Gaseosa Hacendado grande,0.50,0.33,l,2024-06-09,Marca blanca
156,Agua,529,Gaseosa,27972,Gaseosa Hacendado pequeña,1.92,0.64,l,2024-06-09,Marca blanca
156,Agua,529,Gaseosa,27971,Gaseosa Hacendado pequeña,0.32,0.64,l,2024-06-09,Marca blanca
156,Agua,529,Gaseosa,27733,Gaseosa La Casera grande,1.80,0.60,l,2024-06-09,Otras marcas
156,Agua,529,Gaseosa,27735,Gaseosa La Casera grande,1.00,0.67,l,2024-06-09,Otras marcas
163,Isotónico y energético,548,Isotónico,29608,Bebida isotónica limón Aquarius,1.99,1.33,l,2024-06-09,Otras marcas
163,Isotónico y energético,548,Isotónico,29605,Bebida isotónica limón Aquarius,6.24,2.36,l,2024-06-09,Otras marcas
163,Isotónico y energético,548,Isotónico,29625,Bebida isotónica limón Aquarius,0.80,2.42,l,2024-06-09,Otras marcas
163,Isotónico y energético,548,Isotónico,28576,Bebida isotónica sabor cítrico Iso drink,0.90,0.60,l,2024-06-09,Otras marcas
163,Isotónico y energético,548,Isotónico,28575,Bebida isotónica sabor cítrico Iso drink,2.70,1.36,l,2024-06-09,Otras marcas
163,Isotónico y energético,548,Isotónico,28574,Bebida isotónica sabor cítrico Iso drink,0.45,1.36,l,2024-06-09,Otras marcas
163,Isotónico y energético,548,Isotónico,29609,Bebida isotónica naranja Aquarius,1.99,1.33,l,2024-06-09,Otras marcas
163,Isotónico y energético,548,Isotónico,29604,Bebida isotónica naranja Aquarius,6.24,2.36,l,2024-06-09,Otras marcas
163,Isotónico y energético,548,Isotónico,29624,Bebida isotónica naranja Aquarius,0.80,2.42,l,2024-06-09,Otras marcas
163,Isotónico y energético,548,Isotónico,29612,Bebida isotónica limón Aquarius zero azúcar,1.99,1.33,l,2024-06-09,Otras marcas
163,Isotónico y energético,548,Isotónico,28688,Bebida isotónica de naranja Iso drink,0.90,0.60,l,2024-06-09,Otras marcas
163,Isotónico y energético,548,Isotónico,28690,Bebida isotónica de naranja Iso drink,2.70,1.36,l,2024-06-09,Otras marcas
163,Isotónico y energético,548,Isotónico,28689,Bebida isotónica de naranja Iso drink,0.45,1.36,l,2024-06-09,Otras marcas
163,Isotónico y energético,548,Isotónico,29410,Bebida isotónica Iso On blue Hacendado,1.55,1.03,l,2024-06-09,Marca blanca
163,Isotónico y energético,548,Isotónico,29080,Bebida isotónica Iso On blue Hacendado,0.60,1.20,l,2024-06-09,Marca blanca
163,Isotónico y energético,548,Isotónico,27491,Bebida isotónica azul Powerade,1.45,2.90,l,2024-06-09,Otras marcas
163,Isotónico y energético,540,Energético,5564,Bebida energética Energy Drink Zero Hacendado,2.40,1.60,l,2024-06-09,Marca blanca
163,Isotónico y energético,540,Energético,27944,Bebida energética Zero Hacendado,0.40,1.60,l,2024-06-09,Marca blanca
163,Isotónico y energético,540,Energético,28670,Bebida energética Energy Ultra zero Monster,6.68,3.34,l,2024-06-09,Otras marcas
163,Isotónico y energético,540,Energético,28119,Bebida energética Energy Ultra zero Monster,1.79,3.58,l,2024-06-09,Otras marcas
163,Isotónico y energético,540,Energético,28664,Bebida energética energy Monster,5.36,2.68,l,2024-06-09,Otras marcas
163,Isotónico y energético,540,Energético,28016,Bebida energética Energy Monster,1.45,2.90,l,2024-06-09,Otras marcas
163,Isotónico y energético,540,Energético,28266,Bebida energética Energy Drink Hacendado,1.60,1.07,l,2024-06-09,Marca blanca
