Nombre,Categoria1,Categoria2,UM,Precio Unitario,Precio 
L2198,Refresco de cola clásica Pepsi lata 33 cl,"Agua, refrescos y zumos",Cola,LITRO,2.39,0.79
L2198,Huevos de chocolate con sorpresa 3 unidades Kinder caja 60 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,58.17,3.49
L2198,Whisky 8 años Dyc botella 70 cl,"Cervezas, vinos y bebidas con alcohol",Ron y whisky,LITRO,20.13,14.09
L2198,Calabaza unidad aprox. 1.6 Kg,Verduras,"Calabacín, calabaza y berenjena",KILO,1.89,3.02
L2198,Crema facial hydra 5 acciones Men Expert frasco 50 ml,"Perfumería, higiene, salud","Limpieza facial, crema facial",100 ML.,15.98,7.99
L2198,Refresco de cola clásica Coca-Cola botella 1.25 l,"Agua, refrescos y zumos",Cola,LITRO,1,1.25
L2198,Garbanzos Luengo bolsa 1 Kg,"Arroz, pastas y legumbres",Garbanzos,KILO,3.79,3.79
L2198,Protegeslips maxi Carefree caja 48 unidades,"Perfumería, higiene, salud",Compresas y cuidado íntimo,UNIDAD,0.06,3.05
L2199,Maravillas de mar al ajillo Mari Marinera de Dia lata 50 g,"Conservas, caldos y cremas",Otras conservas de pescado,KILO,29,1.45
L2199,Bombones rellenos de coco y almendra Ferrero Raffaello caja 150 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,26.33,3.95
L2199,Recambio cepillo Vileda 1 unidad,Limpieza y hogar,Utensilios de limpieza,UNIDAD,7.59,7.59
L2199,Mandarina granel 500 g aprox.,Frutas,Naranjas y mandarinas,KILO,2.29,1.15
L2199,Tinto de verano con limón Dia botella 1.5 l,"Cervezas, vinos y bebidas con alcohol",Tinto de verano y sangría,LITRO,0.8,1.2
L2199,Leche crecimiento Puleva brik 1 l,Bebé,Leche infantil,LITRO,1.95,1.95
L2199,Refresco de limón 6% zumo con gas Upss Dia botella 2 l,"Agua, refrescos y zumos","Limón, lima limón",LITRO,0.46,0.92
L2199,Tinto de verano limón La Casera botella 1.5 l,"Cervezas, vinos y bebidas con alcohol",Tinto de verano y sangría,LITRO,1.53,2.29
L2199,Tinto de verano clásico Dia botella 1.5 l,"Cervezas, vinos y bebidas con alcohol",Tinto de verano y sangría,LITRO,0.8,1.2
L2199,Mejillones cocidos en su jugo Aguinamar bolsa 1 Kg,"Pescados, mariscos y ahumados",Mariscos,KILO,4.99,4.99
L2199,Licor de anís dulce Del mono botella 70 cl,"Cervezas, vinos y bebidas con alcohol",Cremas y licores,LITRO,11.84,8.29
L2199,Atún en aceite de girasol Isabel lata 6 x 52 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,19.07,5.95
L2199,Leche peques3 crecimiento con omega Puleva brik 1 l,Bebé,Leche infantil,LITRO,1.95,1.95
L2199,Garbanzo pedrosillano Luengo bolsa 1 Kg,"Arroz, pastas y legumbres",Garbanzos,KILO,3.35,3.35
L2199,Huevos de chocolate con sorpresa 3 unidades Kinder caja 60 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,58.17,3.49
L2199,Licor de crema whisky original Baileys botella 70 cl,"Cervezas, vinos y bebidas con alcohol",Cremas y licores,LITRO,22.13,15.49
L2199,Garbanzos Luengo bolsa 1 Kg,"Arroz, pastas y legumbres",Garbanzos,KILO,3.79,3.79
L2199,Cubo escurre fácil Vileda 1 unidad,Limpieza y hogar,Utensilios de limpieza,UNIDAD,15.49,15.49
L2199,Licor de avellanas Frangelico botella 70 cl,"Cervezas, vinos y bebidas con alcohol",Cremas y licores,LITRO,20.84,14.59
L2199,Refresco de limón Fanta lata 33 cl,"Agua, refrescos y zumos","Limón, lima limón",LITRO,2.27,0.75
L2199,Refresco de limón Fanta botella 2 l,"Agua, refrescos y zumos","Limón, lima limón",LITRO,0.9,1.79
L2199,Filetes de caballa del sur en aceite de girasol Ubago lata 65 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,23.85,1.55
L2199,Sangría Don Simón botella 1.5 l,"Cervezas, vinos y bebidas con alcohol",Tinto de verano y sangría,LITRO,1.39,2.09
L2199,Atún claro en aceite de oliva Calvo lata 3 x 52 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,28.53,4.45
L2199,Esponja salvauñas fibra blanca para baño Dia bolsa 2 unidades,Limpieza y hogar,Utensilios de limpieza,UNIDAD,0.5,1
L2199,Atún claro al natural Calvo lata 3 x 52 g,"Conservas, caldos y cremas","Atún, bonito y caballa",KILO,20.83,3.5
L2199,Papel de aluminio Super Paco de Dia caja 50 m,Limpieza y hogar,"Papel de aluminio, horno y film",METRO,0.09,4.39
L2199,Gaseosa Geiser botella 1.5 l,"Agua, refrescos y zumos",Gaseosa,LITRO,1.17,1.75
L2199,Sangría Dia botella 1.5 l,"Cervezas, vinos y bebidas con alcohol",Tinto de verano y sangría,LITRO,1.07,1.6
L2199,Lentejas cocidas Vegecampo de Dia frasco 400 g,"Arroz, pastas y legumbres",Lentejas,KILO,2,0.8
L2200,Jamón serrano en taquitos Navidul bandeja 100 g,Charcutería y quesos,Jamón curado y paleta,KILO,20,2
L2200,Sofrito tomate y cebolla Gallina Blanca frasco 350 g,"Aceites, salsas y especias",Tomate,KILO,6.83,2.39
L2200,Salteado de setas Al Punto Dia bolsa 450 g,Congelados,"Verduras, hortalizas y salteados",KILO,3.67,1.65
L2200,Sardinas en aceite de oliva Mari Marinera de Dia lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,11.65,0.99
L2200,Tomate frito Solís brik 350 g,"Aceites, salsas y especias",Tomate,KILO,2.83,0.99
L2200,Paella de marisco Al Punto Dia bolsa 600 g,Congelados,"Verduras, hortalizas y salteados",KILO,4.65,2.79
L2200,Queso fresco 0% m.g Dia Láctea tarrina 4 x 62.5 g,Charcutería y quesos,Queso fresco,KILO,4.16,1.04
L2200,Bacon Oscar mayer sobre 150 g,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",KILO,15.27,2.29
L2200,Salchichas cocidas jumbo con queso Oscar mayer bolsa 350 g,Charcutería y quesos,Salchichas,KILO,7,2.45
L2200,Magro de cerdo cocido Nuestra Alacena de Dia lata 200 g,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",KILO,11.75,2.35
L2200,Tomate frito Helios frasco 570 g,"Aceites, salsas y especias",Tomate,KILO,3.49,1.99
L2200,Pollo entero limpio Selección de Dia bandeja 1.9 Kg aprox.,Carnicería,Pollo,KILO,3.25,6.18
L2200,Queso tierno de cabra El Cencerro de Dia bandeja 550 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,14.16,7.79
L2200,Sardinas en tomate Mari Marinera de Dia lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,10,0.85
L2200,Sardinas en aceite de girasol Mari Marinera de Dia lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,10,0.85
L2200,Queso tierno El Cencerro de Dia sobre 250 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,9.4,2.35
L2200,Sardinillas en escabeche Mari Marinera de Dia lata 65 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,13.69,0.89
L2200,Sardinillas en tomate Mari Marinera de Dia lata 62 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,14.35,0.89
L2200,Queso fresco 0% m.g Burgo de Arias tarrina 3 x 72 g,Charcutería y quesos,Queso fresco,KILO,13.84,2.99
L2200,Tomate entero pelado Vegecampo de Dia lata 480 g,"Aceites, salsas y especias",Tomate,KILO,2.92,1.4
L2200,Queso tierno El Cencerro de Dia 1 Kg,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,8.4,8.4
L2200,Chorizo dulce Palacios bolsa 250 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,15.16,3.79
L2200,Cebolla troceada Vegecampo de Dia bolsa 400 g,Congelados,"Verduras, hortalizas y salteados",KILO,2.45,0.98
L2200,Filetes de pechuga de pollo corte fino Selección de Dia bandeja 450 g aprox.,Carnicería,Pollo,KILO,8.99,4.05
L2200,Queso mezcla 4 quesos rallado Dia Láctea bolsa 200 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,9.15,1.83
L2200,Queso mascarpone Selección Mundial de Dia tarrina 250 g,Charcutería y quesos,Queso fresco,KILO,9.96,2.49
L2200,Tomate frito casero Vegecampo de Dia frasco 350 g,"Aceites, salsas y especias",Tomate,KILO,4.54,1.59
L2200,Queso azul El Cencerro de Dia bandeja 150 g,Charcutería y quesos,Queso azul y roquefort,KILO,11.93,1.79
L2200,Salmón ahumado Selección Mundial de Dia sobre 200 g,"Pescados, mariscos y ahumados","Ahumados, salazones y preparados",KILO,36,7.2
L2200,Longaniza con pavo Elpozo bolsa 230 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,12.83,2.95
L2201,Filete de bacalao Selección de Dia bandeja 350 g aprox.,"Pescados, mariscos y ahumados",Pescados,KILO,14.99,5.25
L2201,Gel íntimo aloe vera Carefree tubo 200 ml,"Perfumería, higiene, salud",Gel de ducha y esponjas,100 ML.,1.8,3.6
L2201,Queso fundido con palitos de pan La vaca que ríe caja 140 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,17.07,2.39
L2201,Bebida energética Red bull lata 355 ml,"Agua, refrescos y zumos",Bebidas energéticas,LITRO,5.61,1.99
L2201,Bebida energética zero El diablo de Dia lata 250 ml,"Agua, refrescos y zumos",Bebidas energéticas,LITRO,1.6,0.4
L2201,Sofrito tomate y cebolla Gallina Blanca frasco 350 g,"Aceites, salsas y especias",Tomate,KILO,6.83,2.39
L2201,Salteado de setas Al Punto Dia bolsa 450 g,Congelados,"Verduras, hortalizas y salteados",KILO,3.67,1.65
L2201,Tortitas de maíz Bicentury bolsa 130 g,"Galletas, bollos y cereales",Tortitas,KILO,13.77,1.79
L2201,Sardinas en aceite de oliva Mari Marinera de Dia lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,11.65,0.99
L2201,Tomate frito Solís brik 350 g,"Aceites, salsas y especias",Tomate,KILO,2.83,0.99
L2201,Paella de marisco Al Punto Dia bolsa 600 g,Congelados,"Verduras, hortalizas y salteados",KILO,4.65,2.79
L2201,Fiambre de lomo de pavo Serrano bandeja 240 g,Carnicería,Pavo,KILO,10.38,2.49
L2201,Pechuga de pavo adobada Serrano bandeja 240 g,Carnicería,Pavo,KILO,10.79,2.59
L2201,Gel de baño hidratante Natural Honey botella 675 ml,"Perfumería, higiene, salud",Gel de ducha y esponjas,100 ML.,0.34,2.29
L2201,Medio conejo troceado Selección de Dia bandeja 650 g aprox.,Carnicería,Conejo,KILO,8.99,5.84
L2201,Tortitas de arroz integral con chocolate negro Bicentury bolsa 130 g,"Galletas, bollos y cereales",Tortitas,100 GR.,1.84,2.39
L2201,Refresco de naranja Fanta lata 33 cl,"Agua, refrescos y zumos",Naranja,LITRO,2.27,0.75
L2201,Refresco de naranja Fanta botella 2 l,"Agua, refrescos y zumos",Naranja,LITRO,0.9,1.79
L2201,Bacon Oscar mayer sobre 150 g,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",KILO,15.27,2.29
L2201,Salchichas cocidas jumbo con queso Oscar mayer bolsa 350 g,Charcutería y quesos,Salchichas,KILO,7,2.45
L2201,Refresco de naranja Fanta botella 2 x 2 l,"Agua, refrescos y zumos",Naranja,LITRO,0.88,3.5
L2201,Queso fundido sándwich Dia Láctea bolsa 300 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,3.97,1.19
L2201,Magro de cerdo cocido Nuestra Alacena de Dia lata 200 g,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",KILO,11.75,2.35
L2201,Refresco en polvo sabor naranja Tang bolsa 30 g,"Agua, refrescos y zumos",Otras bebidas,KILO,27.67,0.83
L2201,Bebida energética El diablo de Dia lata 250 ml,"Agua, refrescos y zumos",Bebidas energéticas,LITRO,1.6,0.4
L2201,Tomate frito Helios frasco 570 g,"Aceites, salsas y especias",Tomate,KILO,3.49,1.99
L2201,Pollo entero limpio Selección de Dia bandeja 1.9 Kg aprox.,Carnicería,Pollo,KILO,3.25,6.18
L2201,Palitos de surimi refrigeradas MSC Mari Marinera de Dia bolsa 300 g,"Pescados, mariscos y ahumados",Gulas y surimi,KILO,6.3,1.89
L2201,Paté de hígado de cerdo Mina lata 3 x 80 g,Charcutería y quesos,"Foie, paté y sobrasada",KILO,9.13,2.19
L2201,Tortitas de arroz integral Naturmundo de Dia bolsa 130 g,"Galletas, bollos y cereales",Tortitas,KILO,9.62,1.25
L2202,Pollo entero limpio Selección de Dia bandeja 1.9 Kg aprox.,Carnicería,Pollo,KILO,3.25,6.18
L2202,Filetes de pechuga de pollo corte fino Selección de Dia bandeja 450 g aprox.,Carnicería,Pollo,KILO,8.99,4.05
L2202,Jamoncitos de pollo familiar Selección de Dia bandeja 800 g aprox.,Carnicería,Pollo,KILO,4.19,3.35
L2202,Filetes de contramuslo de pollo Selección de Dia bandeja 500 g aprox.,Carnicería,Pollo,KILO,7.49,3.75
L2202,Filetes de pechuga de pollo a las finas hierbas Selección de Dia bandeja 450 g aprox.,Carnicería,Pollo,KILO,7.99,3.6
L2202,Albóndigas de pollo Selección de Dia bandeja 420 g,Carnicería,Pollo,KILO,9.02,3.79
L2202,Longaniza de pollo Selección de Dia bandeja 400 g,Carnicería,Pollo,KILO,7.48,2.99
L2202,Solomillo de pollo empanado Selección de Dia bandeja 500 g aprox.,Carnicería,Pollo,KILO,9.49,4.75
L2202,Medio pollo troceado formato familiar Selección de Dia bandeja 800 g aprox.,Carnicería,Pollo,KILO,4.29,3.43
L2202,Pechuga de pollo entera formato familiar Selección de Dia bandeja 1.2 Kg aprox.,Carnicería,Pollo,KILO,6.99,8.39
L2202,Cuarto trasero de pollo formato familiar Selección de Dia bandeja 1.2 Kg aprox.,Carnicería,Pollo,KILO,3.39,4.07
L2202,Alas partidas de pollo Selección de Dia bandeja 600 g aprox.,Carnicería,Pollo,KILO,5.49,3.29
L2202,Solomillo de pollo Selección de Dia bandeja 400 g aprox.,Carnicería,Pollo,KILO,8.79,3.52
L2202,Pinchos de pollo rojo Selección de Dia bandeja 340 g,Carnicería,Pollo,KILO,11.15,3.79
L2202,Filetes de pechuga de pollo Selección de Dia bandeja 450 g aprox.,Carnicería,Pollo,KILO,6.35,2.86
L2202,Alas de pollo adobadas Selección de Dia bandeja 450 g,Carnicería,Pollo,KILO,6.2,2.79
L2202,Filetes de pollo empanados bandeja 400 g,Carnicería,Pollo,KILO,7.98,3.19
L2202,Cuartos traseros de pollo Selección de Dia bandeja 650 g aprox.,Carnicería,Pollo,KILO,3.49,2.27
L2202,Pechugas enteras de pollo Selección de Dia bandeja 500 g aprox.,Carnicería,Pollo,KILO,7.39,3.7
L2202,Pollo entero para asar Selección de Dia bandeja 2 Kg,Carnicería,Pollo,KILO,4,7.99
L2203,Manzana golden granel 500 g aprox.,Frutas,Manzanas,KILO,2.19,1.1
L2203,Pasta oriental sabor curry Maggi sobre 71 g,Pizzas y platos preparados,Comida internacional,KILO,12.68,0.9
L2203,Tortillas de trigo Old El Paso bolsa 244 g,Pizzas y platos preparados,Comida internacional,KILO,9.63,2.35
L2203,Sofrito tomate y cebolla Gallina Blanca frasco 350 g,"Aceites, salsas y especias",Tomate,KILO,6.83,2.39
L2203,Sardinas en aceite de oliva Mari Marinera de Dia lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,11.65,0.99
L2203,Tomate frito Solís brik 350 g,"Aceites, salsas y especias",Tomate,KILO,2.83,0.99
L2203,Pimiento rojo unidad 390 g aprox.,Verduras,"Tomates, pimientos y pepinos",KILO,2.99,1.17
L2203,Manzana roja selección granel 500 g aprox.,Frutas,Manzanas,KILO,2.69,1.35
L2203,Salchichas cocidas jumbo con queso Oscar mayer bolsa 350 g,Charcutería y quesos,Salchichas,KILO,7,2.45
L2203,Pera conferencia bandeja 1 Kg,Frutas,Peras,KILO,2.19,2.19
L2203,Tomate frito Helios frasco 570 g,"Aceites, salsas y especias",Tomate,KILO,3.49,1.99
L2203,Pollo entero limpio Selección de Dia bandeja 1.9 Kg aprox.,Carnicería,Pollo,KILO,3.25,6.18
L2203,Sardinas en tomate Mari Marinera de Dia lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,10,0.85
L2203,Sardinas en aceite de girasol Mari Marinera de Dia lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,10,0.85
L2203,Sardinillas en escabeche Mari Marinera de Dia lata 65 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,13.69,0.89
L2203,Sardinillas en tomate Mari Marinera de Dia lata 62 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,14.35,0.89
L2203,Tomate entero pelado Vegecampo de Dia lata 480 g,"Aceites, salsas y especias",Tomate,KILO,2.92,1.4
L2203,Manzana fuji bolsa 1 Kg,Frutas,Manzanas,KILO,2.29,2.29
L2203,Plátano macho para freír granel 1 Kg aprox.,Frutas,Platanos,KILO,2.89,2.89
L2203,Mango 1 unidad,Frutas,Frutas tropicales,KILO,3.86,1.99
L2203,Filetes de pechuga de pollo corte fino Selección de Dia bandeja 450 g aprox.,Carnicería,Pollo,KILO,8.99,4.05
L2203,Lombarda bolsa 2 Kg aprox.,Verduras,Otras verduras,KILO,1.49,2.98
L2203,Langostino crudo grande 32/48 piezas Mari Marinera de Dia caja 800 g,Congelados,Pescado y marisco,KILO,9.99,7.99
L2203,Langostino cocido grande 32/48 piezas Mari Marinera de Dia caja 800 g,Congelados,Pescado y marisco,KILO,9.99,7.99
L2203,Tomate pera granel 900 g aprox.,Verduras,"Tomates, pimientos y pepinos",KILO,1.99,1.79
L2203,Tomate frito casero Vegecampo de Dia frasco 350 g,"Aceites, salsas y especias",Tomate,KILO,4.54,1.59
L2203,Jamoncitos de pollo familiar Selección de Dia bandeja 800 g aprox.,Carnicería,Pollo,KILO,4.19,3.35
L2203,Manzana granny granel 800 g aprox.,Frutas,Manzanas,KILO,2.19,1.75
L2203,Repollo rizado unidad aprox. 1 Kg,Verduras,Otras verduras,KILO,1.49,1.49
L2203,Banana granel 900 g aprox.,Frutas,Platanos,KILO,1.49,1.34
L2204,Cava semiseco Freixenet Carta Nevada botella 3 x 20 cl,"Cervezas, vinos y bebidas con alcohol",Cavas y sidra,LITRO,11.58,6.95
L2204,Jamón serrano en taquitos Navidul bandeja 100 g,Charcutería y quesos,Jamón curado y paleta,KILO,20,2
L2204,Sofrito tomate y cebolla Gallina Blanca frasco 350 g,"Aceites, salsas y especias",Tomate,KILO,6.83,2.39
L2204,Cava brut Freixenet Cordón Negro botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Cavas y sidra,LITRO,10.65,7.99
L2204,Cava semiseco Freixenet Carta Nevada botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Cavas y sidra,LITRO,9.27,6.95
L2204,Vinagre de manzana Aliña tu Dia botella 1 l,"Aceites, salsas y especias",Vinagres y aliños,LITRO,0.85,0.85
L2204,Tallarines Gallo bolsa 450 g,"Arroz, pastas y legumbres",Pastas,KILO,2.96,1.33
L2204,Sardinas en aceite de oliva Mari Marinera de Dia lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,11.65,0.99
L2204,Tomate frito Solís brik 350 g,"Aceites, salsas y especias",Tomate,KILO,2.83,0.99
L2204,Tallarines Al Diante Dia bolsa 500 g,"Arroz, pastas y legumbres",Pastas,KILO,1.64,0.82
L2204,Aceite de oliva virgen extra Carbonell botella 1 l,"Aceites, salsas y especias",Aceites,LITRO,15.89,15.89
L2204,Espaguetis nº 3 Gallo bolsa 450 g,"Arroz, pastas y legumbres",Pastas,KILO,2.96,1.33
L2204,Fideo nº 0 Gallo bolsa 450 g,"Arroz, pastas y legumbres",Pastas,KILO,2.96,1.33
L2204,Pluma nº 6 Gallo bolsa 450 g,"Arroz, pastas y legumbres",Pastas,KILO,2.96,1.33
L2204,Vinagre balsámico de módena Borges botella 250 ml,"Aceites, salsas y especias",Vinagres y aliños,LITRO,8.76,2.19
L2204,Salchichas cocidas jumbo con queso Oscar mayer bolsa 350 g,Charcutería y quesos,Salchichas,KILO,7,2.45
L2204,Aceite de oliva intenso La Almazara del Olivar Dia de Dia botella 3 l,"Aceites, salsas y especias",Aceites,LITRO,8.95,26.85
L2204,Tomate frito Helios frasco 570 g,"Aceites, salsas y especias",Tomate,KILO,3.49,1.99
L2204,Pollo entero limpio Selección de Dia bandeja 1.9 Kg aprox.,Carnicería,Pollo,KILO,3.25,6.18
L2204,Fideuá Al Diante Dia bolsa 500 g,"Arroz, pastas y legumbres",Pastas,KILO,1.64,0.82
L2204,Arroz integral Arrozona de Dia paquete 1 Kg,"Arroz, pastas y legumbres",Arroz,KILO,1.7,1.7
L2204,Sardinas en tomate Mari Marinera de Dia lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,10,0.85
L2204,Sardinas en aceite de girasol Mari Marinera de Dia lata 85 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,10,0.85
L2204,Arroz basmati Brillante vaso 2 x 125 g,"Arroz, pastas y legumbres",Arroz,KILO,5.36,1.34
L2204,Arroz largo de primera categoría Arrozona de Dia bolsa 1 Kg,"Arroz, pastas y legumbres",Arroz,KILO,1.35,1.35
L2204,Sardinillas en escabeche Mari Marinera de Dia lata 65 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,13.69,0.89
L2204,Sardinillas en tomate Mari Marinera de Dia lata 62 g,"Conservas, caldos y cremas",Sardinas y sardinillas,KILO,14.35,0.89
L2204,Aceite de oliva virgen extra Hojiblanca botella 1 l,"Aceites, salsas y especias",Aceites,LITRO,15.89,15.89
L2204,Tomate entero pelado Vegecampo de Dia lata 480 g,"Aceites, salsas y especias",Tomate,KILO,2.92,1.4
L2204,Cava brut Grand astoria botella 75 cl,"Cervezas, vinos y bebidas con alcohol",Cavas y sidra,LITRO,3.93,2.95
L2205,Queso tierno El ventero sobre 80 g,Charcutería y quesos,Queso en lonchas,KILO,18.75,1.5
L2206,Salchichas cocidas jumbo con queso Oscar mayer bolsa 350 g,Charcutería y quesos,Salchichas,KILO,7,2.45
