Nombre,Precio,Precio_unidad_outlayers,categoria,categoria_producto,subcategoria,Marca,Unidad_medida,Supermercado,Precio_unit
Café en cápsulas Brasil Nescafé Farmers Origins caja 10 unidades,3.69,0.37,,"Cacao, café e infusiones","Café, cacao e infusiones",Nescafé,UNIDAD,Dia,0.37
Café molido natural Colombia Marcilla bolsa 200 g,4.49,22.45,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,KILO,Dia,22.45
Café en grano natural Marcilla bolsa 500 g,7.99,15.98,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,KILO,Dia,15.98
Café en cápsulas Colombia descafeinado Nescafé Farmers Origins caja 10 unidades,3.69,0.37,,"Cacao, café e infusiones","Café, cacao e infusiones",Nescafé,UNIDAD,Dia,0.37
Café en cápsulas Africas Nescafé Farmers Origins caja 10 unidades,3.69,0.37,,"Cacao, café e infusiones","Café, cacao e infusiones",Nescafé,UNIDAD,Dia,0.37
Café en cápsulas India Nescafé Farmers Origins caja 10 unidades,3.69,0.37,,"Cacao, café e infusiones","Café, cacao e infusiones",Nescafé,UNIDAD,Dia,0.37
Café en cápsulas espresso Colombia Arom'arte  de Dia caja 10 unidades,2.09,0.21,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,UNIDAD,Dia,0.21
Café en cápsulas espresso Brasil Arom'arte  de Dia caja 10 unidades,2.09,0.21,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,UNIDAD,Dia,0.21
Café en cápsulas espresso descafeinado Arom'arte  de Dia caja 20 unidades,3.5,0.18,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,UNIDAD,Dia,0.18
Cacao soluble Temptation de Dia bolsa 1.5 Kg,5.99,3.99,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,KILO,Dia,3.99
Cacao en polvo Temptation de Dia bolsa 400 g,1.8,4.5,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,KILO,Dia,4.5
Cacao soluble instantáneo Temptation de Dia bote 800 g,3.85,4.81,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,KILO,Dia,4.81
Cacao soluble instantáneo Nesquik lata 700 g,5.59,7.99,,"Cacao, café e infusiones","Café, cacao e infusiones",Nesquik,KILO,Dia,7.99
Cacao soluble instantáneo 0% azúcares Nesquik bote 320 g,4.29,13.41,,"Cacao, café e infusiones","Café, cacao e infusiones",Nesquik,KILO,Dia,13.41
Cacao soluble intenso 70% Nesquik bote 300 g,4.29,14.3,,"Cacao, café e infusiones","Café, cacao e infusiones",Nesquik,KILO,Dia,14.3
Cacao puro 100% natural Valor bote 250 g,4.29,17.16,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,KILO,Dia,17.16
Cacao soluble Temptation de Dia bote 900 g,3.4,3.78,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,KILO,Dia,3.78
Cacao soluble Temptation de Dia bote 500 g,2.4,4.8,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,KILO,Dia,4.8
Cacao soluble 0% azúcares añadidos ColaCao bote 325 g,4.29,13.2,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,KILO,Dia,13.2
Cacao soluble 0% azúcares añadidos Temptation de Dia bote 325 g,2.42,7.45,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,KILO,Dia,7.45
Cacao soluble instantáneo turbo ColaCao bote 750 g,6.49,8.65,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,KILO,Dia,8.65
Cacao soluble instantáneo Nesquik bote 390 g,3.29,8.44,,"Cacao, café e infusiones","Café, cacao e infusiones",Nesquik,KILO,Dia,8.44
Cacao soluble Patrulla Canina Bombón Sport bolsa 1 Kg,5.99,5.99,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,KILO,Dia,5.99
Cacao instantáneo Nesquik bolsa 1.2 Kg,7.29,6.08,,"Cacao, café e infusiones","Café, cacao e infusiones",Nesquik,KILO,Dia,6.08
Cacao puro en polvo Valor bote 250 g,4.29,17.16,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,KILO,Dia,17.16
Cacao soluble instantáneo extra choc Nesquik bote 390 g,3.79,9.72,,"Cacao, café e infusiones","Café, cacao e infusiones",Nesquik,KILO,Dia,9.72
Cacao soluble ColaCao bote 760 g,6.49,8.54,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,KILO,Dia,8.54
Cacao soluble instantáneo noche Nesquik bote 400 g,4.29,10.73,,"Cacao, café e infusiones","Café, cacao e infusiones",Nesquik,KILO,Dia,10.73
Infusión tranquilidad Compañía de las Indias caja 20 unidades,2.25,0.11,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.11
Té rojo con anís y un toque de ciruela Hornimans caja 20 unidades,2.79,0.14,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.14
Té verde a la menta Hornimans caja 20 unidades,2.79,0.14,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.14
Infusión de melatonina y pasiflora Pompadour caja 15 unidades,2.95,0.2,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.2
Infusión de propóleo y equinácea Pompadour caja 15 unidades,2.95,0.2,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.2
Infusión con probióticos y manzanilla Pompadour caja 15 unidades,2.95,0.2,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.2
Infusión con probióticos y jengibre Pompadour caja 15 unidades,2.95,0.2,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.2
Infusión sport con magnesio agua fría Pompadour caja 20 unidades,2.75,0.14,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.14
Té negro con limón agua fría Pompadour caja 20 unidades,2.75,0.14,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.14
Infusión elimina gases Susaron caja 10 unidades,1.95,0.2,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.2
Infusión relax Tetería de Dia caja 25 unidades,1.25,0.05,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,UNIDAD,Dia,0.05
Té verde con hierbabuena  Tetería de Dia caja 25 unidades,1.55,0.06,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,UNIDAD,Dia,0.06
Infusión tila Tetería de Dia caja 25 unidades,1.06,0.04,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,UNIDAD,Dia,0.04
Té verde Tetería de Dia caja 25 unidades,0.94,0.04,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,UNIDAD,Dia,0.04
Té rojo aromatizado  Tetería de Dia caja 25 unidades,1.25,0.05,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,UNIDAD,Dia,0.05
Infusión de jengibre con limón Tetería de Dia caja 25 unidades,1.4,0.06,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,UNIDAD,Dia,0.06
Té negro Tetería de Dia caja 25 unidades,0.9,0.04,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,UNIDAD,Dia,0.04
Infusión poleo menta Tetería de Dia caja 25 unidades,0.81,0.03,,"Cacao, café e infusiones","Café, cacao e infusiones",Dia,UNIDAD,Dia,0.03
Infusión de jengibre y limón Hornimans caja 15 unidades,2.79,0.19,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.19
Infusión de jengibre y arándanos Hornimans caja 15 unidades,2.79,0.19,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.19
Infusión de jengibre y naranja Hornimans caja 15 unidades,2.79,0.19,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.19
"Infusión de maca con jengibre, canela y naranja Hornimans caja 20 unidades",2.79,0.14,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.14
Infusión delgaxan fibra Pompadour caja 20 unidades,2.79,0.14,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.14
Té verde kombucha con jengibre y limón Hornimans caja 20 unidades,2.79,0.14,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.14
Infusión de arándanos Hornimans caja 20 unidades,2.79,0.14,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.14
Infusión de cúrcuma con té matcha Hornimans caja 20 unidades,2.79,0.14,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.14
Infusión quema-grasa Pompadour caja 20 unidades,2.79,0.14,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.14
Infusión infu relax Hornimans caja 20 unidades,2.79,0.14,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.14
Infusión tila Hornimans caja 40 unidades,3.29,0.08,,"Cacao, café e infusiones","Café, cacao e infusiones",otra,UNIDAD,Dia,0.08
Azúcar moreno de caña integral Azucarera brik 800 g,1.85,2.31,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,2.31
Azúcar blanco Azucarera brik 800 g,1.55,1.94,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,1.94
Azúcar extrafino especial repostería Azucarera brik 500 g,1.25,2.5,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,2.5
Azúcar moreno de caña integral Azucarera brik 500 g,1.29,2.58,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,2.58
Edulcorante en comprimidos Bonsweet caja 650 unidades,1.89,48.46,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,48.46
Edulcorante en sobres Bonsweet caja 102 unidades,2.99,29.31,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,29.31
Azúcar moreno de caña integral Sidul bolsa 1 Kg,1.95,1.95,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,1.95
Eritritol Natur Wassy bolsa 200 g,3.19,15.95,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,15.95
Edulcorante granulado en sobres Natreen caja 90 unidades,4.25,0.05,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,UNIDAD,Dia,0.05
Panela en sobres Azucarera caja 240 g,2.59,10.79,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,10.79
Azúcar moreno en sobres Dia caja 300 g,1.29,4.3,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,4.3
Azúcar glacé Dia bote 300 g,1.59,5.3,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,5.3
Azúcar blanco en sobres Dia caja 300 g,1.15,3.83,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,3.83
Panela azúcar moreno de caña integral Azucarera bolsa 500 g,1.99,3.98,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,3.98
Azúcar moreno de caña Azucarera bolsa 750 g,2.49,3.32,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,3.32
Sirope de ágave Azucarera botella 360 g,2.99,8.31,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,8.31
Panela ecológica Green panela bolsa 500 g,2.49,4.98,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,4.98
Edulcorante en polvo Dia bote 200 g,3.1,15.5,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,15.5
Edulcorante líquido Dia botella 125 ml,1.71,13.68,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,LITRO,Dia,13.68
Azúcar glacé seda Azucarera bote 500 g,2.65,5.3,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,5.3
Edulcorante Dia frasco 150 unidades,1.59,0.01,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,UNIDAD,Dia,0.01
Edulcorante líquido Dia botella 200 ml,1.13,5.65,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,LITRO,Dia,5.65
Azúcar moreno integral en terrones Azucarera caja 500 g,1.79,3.58,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,3.58
Edulcorante Natreen caja 400 unidades,4.09,0.01,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,UNIDAD,Dia,0.01
Azúcar moreno de caña en sobres Azucarera caja 400 g,1.75,4.38,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,4.38
Azúcar blanco Azucarera paquete 1 Kg,1.49,1.49,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,1.49
Azúcar blanco en azucarillos Azucarera caja 300 g,1.25,4.17,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,4.17
Edulcorante líquido Natreen botella 125 ml,5.39,43.12,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,LITRO,Dia,43.12
Endulzante de stevia 0 calorías Truvia caja 40 unidades,2.25,0.06,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,UNIDAD,Dia,0.06
Miel de flores Mielove de Dia frasco 1 Kg,4.6,4.6,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,4.6
Sirope de caña antigoteo Ramiflor frasco 500 g,3.5,7.0,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,7.0
Miel de eucalipto Mielove de Dia frasco 350 g,3.19,9.11,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,9.11
Miel de azahar Mielove de Dia frasco 350 g,3.19,9.11,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,9.11
Miel de romero Mielove de Dia frasco 350 g,3.49,9.97,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,9.97
Miel de flores antigoteo Granja san fancisco bote 350 g,5.5,15.71,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,15.71
Miel de flores antigoteo Mielove de Dia frasco 500 g,3.1,6.2,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,6.2
Melocotón en almíbar sin azúcares añadidos en mitades Sueños Dia lata 480 g,2.25,4.69,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,4.69
Piña en su jugo en rodajas Sueños Dia lata 490 g,1.85,3.78,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,3.78
Mermelada de melocotón extra sin azúcares añadidos Helios frasco 280 g,2.05,7.32,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,7.32
Piña en su jugo en trozos Norvi lata 270 g,1.89,7.0,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,7.0
Mermelada de fresa de Huelva Helios Purafruta frasco 250 g,2.99,11.96,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,11.96
Frutas variadas en almíbar Sueños Dia lata 480 g,2.8,5.83,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,5.83
Mermelada de albaricoque diet La vieja fabrica frasco 280 g,2.79,9.96,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,9.96
Macedonia de frutas en almíbar Diamir lata 480 g,2.89,6.02,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,6.02
Mermelada de albaricoque 0% azúcares añadidos Hero frasco 280 g,2.69,9.61,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,9.61
Mermelada de albaricoque de temporada Hero frasco 350 g,3.05,8.71,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,8.71
Carne de membrillo Fruticampo de Dia tarrina 250 g,1.99,7.96,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,7.96
Dulce de membrillo Fruticampo de Dia tarrina 350 g,0.87,2.49,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,2.49
Confitura de melocotón Bonne maman frasco 370 g,3.15,8.51,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,8.51
Confitura de fresa Bonne maman frasco 370 g,3.15,8.51,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,8.51
Piña en su jugo en rodajas Del monte lata 3 x 140 g,4.59,10.93,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,10.93
Piña en su jugo en rodajas Del monte lata 510 g,4.19,8.22,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,8.22
Melocotón en almíbar en mitades Sueños Dia lata 480 g,2.05,4.27,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,4.27
Mermelada de ciruela extra sin azúcares añadidos Helios frasco 280 g,2.05,7.32,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,7.32
Mermelada de fresa Helios blister 10 x 25 g,1.79,7.16,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,7.16
Mermelada fusión 7 frutas La vieja fabrica frasco 280 g,2.89,10.32,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,10.32
Mermelada de ciruela 0% azúcares añadidos Hero frasco 280 g,2.69,9.61,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,9.61
Mermelada de melocotón 0% azúcares añadidos Hero frasco 280 g,2.69,9.61,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,9.61
Mermelada de fresas 0% azúcares añadidos Hero frasco 280 g,2.69,9.61,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,9.61
Surtido de confituras 8 unidades Hero caja 200 g,2.59,12.95,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,12.95
Mermelada de melocotón diet La vieja fabrica frasco 280 g,2.79,9.96,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,9.96
Mermelada de frambuesa diet La vieja fábrica frasco 280 g,2.99,10.68,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,10.68
Mermelada de fresa extra sin azúcares añadidos Helios frasco 280 g,2.05,7.32,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,7.32
Barritas de chocolate rellenas de caramelo y galleta Twix bolsa 50 g,1.39,27.8,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,27.8
Bolas de chocolate con leche chocobolas Nestlé Extrafino 140 g,2.59,18.5,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,18.5
Barritas de chocolate y cacahuete Temptation de Dia bolsa 250 g,2.15,8.6,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,8.6
Chocolate negro con almendras enteras Temptation de Dia 200 g,1.75,8.75,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,8.75
Chocolate negro con naranja Lindt Excellence 100 g,3.25,32.5,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,32.5
Chocolate con leche suizo con miel y almendras Toblerone 3 x 50 g,3.85,25.67,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,25.67
Chocolate con leche milkinis Milka bolsa 87.5 g,1.4,16.0,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,16.0
Chocolate con leche Nestlé Extrafino 3 x 125 g,3.95,10.53,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,10.53
Chocolate con leche Milka 270 g,2.85,10.56,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,10.56
Barritas de chocolate con leche y avellanas Kinder bolsa 43 g,1.29,30.0,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Kinder,KILO,Dia,30.0
Barritas de chocolate y galleta rellena de caramelo Twix bolsa 150 g,2.79,18.6,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,18.6
Caramelos clásicos de nata sin azúcar Werther's bolsa 90 g,2.39,26.56,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,KILO,Dia,26.56
Chicles sabor menta sin azúcar Orbit bolsa 5 unidades,3.69,0.74,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,UNIDAD,Dia,0.74
Chicles sabor hierbabuena sin azúcar Orbit bolsa 5 unidades,3.69,0.74,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,UNIDAD,Dia,0.74
Chicles sabor eucalipto sin azúcar Orbit bolsa 5 unidades,3.69,0.74,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,UNIDAD,Dia,0.74
Chicles sabor fresa sin azúcar Orbit bolsa 5 unidades,3.69,0.74,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",otra,UNIDAD,Dia,0.74
Caramelos sabor mentol y limón Iceberg de Dia bolsa 300 g,2.19,7.3,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Dia,KILO,Dia,7.3
Caramelo con palo varios sabores Chupa Chups 1 unidad,0.49,0.49,,"Azúcar, caramelos y chocolate","Azúcar, chocolates y caramelos",Chupa Chups,UNIDAD,Dia,0.49
